entid,Action_Grade,ENTTYPE,INDUSTRYPHY,RECCAP,Social,Inconfidence,ANCHEYEAR,ANCHEDATE,BUSST,Al_ratio,Ratio,Year,Frequency,CONAM_new,CONPROP_new,ttype,debt,taxtype,total_profit,assets_re,tax_state,CaseType
955997658,10.0,5,11,0.0,0.0,0.0,2017.0,2018/1/25,11.0,0.0,0.0,2017.0,0.0,,,,0.0,10.0,-8000.221711333715,0.5758342601274896,5.0,3
332305361,10.0,3,11,300.0,0.0,0.0,2014.0,2015/6/16,0.0,0.0,0.0,2014.0,0.0,,,,0.0,10.0,-77572.5731208978,1461209.9512384315,5.0,3
1001226199,10.0,5,11,0.0,0.0,0.0,2014.0,2015/5/19,0.0,0.0,1.003078114312336,2014.0,0.0,0.4333278818003237,-100.90376806457071,2.0,0.0,10.0,-14139.8066920147,1.6311057910859017,5.0,3
1190925362,10.0,44,11,0.0,0.0,0.0,2015.0,2016/7/27,0.0,0.0,0.0,2015.0,0.0,,,,0.0,10.0,0.0,,5.0,3
581046359,10.0,44,11,0.0,0.0,0.0,2015.0,2016/6/27,0.0,0.0,0.0,2015.0,0.0,,,,0.0,10.0,0.0,,5.0,3
1034982777,10.0,3,12,1000.0,0.0,0.0,2014.0,2015/7/22,0.0,-94.84612541934862,0.0,2014.0,0.0,,,,0.0,10.0,0.0,1002.2963975553952,5.0,3
909295164,10.0,7,9,200.0,0.0,0.0,2015.0,2016/5/17,0.0,0.22005043888764125,1.0,2015.0,0.0,-78.04668808222695,-40.00455355362586,4.0,0.0,10.0,43689.66841846433,2010527.9180722355,5.0,3
887911034,10.0,3,11,0.0,0.0,0.0,2017.0,2018/5/8,11.0,0.0,0.0,2017.0,0.0,0.5239786981901489,-20.672018452320625,2.0,0.0,10.0,1.4330812481112123,0.5135220077864029,5.0,3
896254795,10.0,3,11,10000.0,0.0,0.0,2013.0,2014/7/11,0.0,0.0,0.0,2013.0,0.0,-0.7869729129802181,-40.42144788083228,2.0,0.0,10.0,-3282.588932424589,,5.0,3
1103426680,15.0,3,9,0.0,0.0,1.0,2015.0,2016/2/9,0.0,0.0,0.0,2015.0,0.0,,,,0.0,10.0,168874.95282309066,2116000.4386188616,5.0,3
1079431533,10.0,27,9,0.0,0.0,0.0,2013.0,2014/10/26,0.0,0.0,0.0,2013.0,0.0,,,,0.0,10.0,0.0,,5.0,3
387113835,10.0,47,9,210.0,0.0,0.0,2014.0,2015/10/28,0.0,0.0,0.0,2014.0,0.0,,,,0.0,10.0,8501.885746438566,999999.3784997492,5.0,3
127746,10.0,3,11,1000.0,0.0,0.0,2014.0,2016/1/11,0.0,0.0,0.0,2014.0,0.0,,,,0.0,10.0,0.0,,5.0,3
65683190,10.0,1,11,6000.0,0.0,0.0,2016.0,2017/10/27,11.0,0.0,0.0,2016.0,0.0,-0.34187959245900856,-99.20416707727976,2.0,0.0,10.0,-1616479.0166934803,332529999.2903906,5.0,3
411188025,10.0,3,11,3.0,0.0,0.0,2016.0,2017/7/21,11.0,0.0,0.0,2016.0,0.0,-1.401371332359154,-32.68987338155488,2.0,0.0,10.0,-208.7575386097479,,5.0,3
632694374,10.0,3,11,10.0,0.0,0.0,2014.0,2015/4/26,0.0,0.0,0.0,2014.0,0.0,,,,0.0,10.0,-8647.112843593532,87552.28678080885,5.0,3
920939603,10.0,3,11,0.0,0.0,0.0,2014.0,2015/9/29,0.0,0.0,1.0,2014.0,0.0,-0.6386151554084081,-50.208733958214566,2.0,0.0,10.0,0.0,1.3400021270897031,5.0,3
594662985,10.0,5,11,5000.0,0.0,0.0,2017.0,2018/5/15,11.0,7.907301747566558,0.8011255059848921,2017.0,0.0,0.0,0.0,4.0,0.0,10.0,-0.8454574168568088,1.400002698457258,5.0,3
1223495456,10.0,3,11,2000.0,0.0,0.0,2013.0,2015/10/25,0.0,0.022823891474303363,0.0,2013.0,0.0,,,,0.0,10.0,0.0,,5.0,3
786901755,10.0,3,11,20.0,0.0,0.0,2013.0,2015/3/18,0.0,-4.5702757668068585,0.0,2013.0,0.0,,,,0.0,10.0,0.0,174000.78543846402,5.0,3
252988494,10.0,3,11,100.0,0.0,0.0,2016.0,2017/3/13,11.0,0.0,0.0,2016.0,0.0,,,,0.0,10.0,0.0,,5.0,3
1190939067,10.0,3,11,500.0,0.0,0.0,2017.0,2018/8/20,11.0,0.0,0.0,2013.0,1.0,,,,0.0,10.0,33000.83556308222,0.5793982056215532,5.0,3
190939668,10.0,5,11,0.0,0.0,0.0,2014.0,,11.0,0.0,0.0,2014.0,0.0,-2.8966588610886674,0.6652291616678809,5.0,0.0,10.0,0.0,,5.0,3
487814001,10.0,3,11,0.0,0.0,0.0,2014.0,2015/4/16,0.0,0.0,0.0,2014.0,0.0,,,,0.0,10.0,-2297.2587423144487,1999.8751500711123,5.0,3
1151638109,10.0,3,11,0.0,0.0,0.0,2017.0,2018/8/26,11.0,0.0,0.0,2017.0,0.0,,,,0.0,10.0,-1.6913159373618336,-1.2359037576217915,5.0,3
922667663,10.0,5,11,0.0,0.0,0.0,2014.0,2017/8/9,11.0,-38.02567770803035,0.0,2014.0,0.0,,,,0.0,10.0,-0.2485251463580734,10000001.77007907,5.0,3
47765794,10.0,3,11,2000.0,0.0,0.0,2013.0,2015/8/28,0.0,100.08078255506905,0.0,2013.0,0.0,1.1324419912617714,-49.82150983556625,2.0,0.0,10.0,0.0,,5.0,3
1085075577,10.0,17,9,0.0,0.0,0.0,2015.0,2016/1/20,11.0,0.0,0.0,2016.0,1.0,,,,0.0,10.0,-7000.387022918974,19998.932115898202,5.0,3
601440257,10.0,3,11,1000.0,0.0,0.0,2015.0,2017/11/27,11.0,-0.008927951483591944,0.0,2015.0,0.0,,,,0.0,10.0,-54479.51914571248,9913101.185790427,5.0,3
773782695,10.0,5,11,0.0,0.0,0.0,2014.0,2015/8/5,0.0,0.0,0.0,2014.0,0.0,,,,0.0,10.0,0.0,500.85104900860085,5.0,3
777755253,10.0,27,9,0.0,0.0,0.0,2015.0,2017/2/22,11.0,0.0,0.0,2012.0,36.0,,,,0.0,10.0,0.0,,5.0,3
934595872,10.0,3,11,3239.0,0.0,0.0,2014.0,,11.0,0.0,0.0,2008.0,2.0,645.5231740418799,18.951056930968413,1.0,0.0,10.0,0.0,,5.0,3
966961259,10.0,24,9,0.0,0.0,0.0,2013.0,2017/8/27,11.0,0.0,0.0,2013.0,0.0,,,,0.0,10.0,0.0,,5.0,3
315181301,10.0,3,11,0.0,0.0,0.0,2014.0,2015/8/20,0.0,-0.9441676325086352,0.0,2015.0,1.0,,,,0.0,10.0,0.0,98.39253719618871,5.0,3
701756227,10.0,51,9,0.0,0.0,0.0,2015.0,2016/8/11,0.0,0.0,0.0,2015.0,0.0,,,,0.0,10.0,-1.0809407085272251,-0.8514067523298765,5.0,3
73384809,10.0,5,9,20.0,0.0,0.0,2016.0,,9.0,0.0,0.0,2016.0,0.0,,,,0.0,10.0,0.0,,5.0,3
1041614706,10.0,51,9,0.0,0.0,0.0,2017.0,,11.0,0.0,0.0,2017.0,0.0,,,,0.0,10.0,0.0,,5.0,3
651350596,10.0,5,11,0.0,0.0,0.0,2014.0,2015/1/23,0.0,91.0800844626889,0.0,2014.0,0.0,,,,0.0,10.0,-5355.765052145599,556.4164499892909,5.0,3
108551665,10.0,27,9,0.0,0.0,0.0,2014.0,2015/10/14,0.0,0.0,0.0,2014.0,0.0,,,,0.0,10.0,0.0,,5.0,3
277248694,10.0,14,11,30000.0,0.0,0.0,2015.0,2016/8/5,0.0,0.0,0.0,2013.0,3.0,-9999.563906176892,-43.671111692912255,4.0,0.0,10.0,0.0,285954000.23595816,5.0,3
1116063280,10.0,5,11,500.0,0.0,0.0,2013.0,2014/2/25,0.0,0.0,0.0,2013.0,0.0,,,,0.0,10.0,0.0,5000000.624074977,5.0,3
15678213,10.0,12,11,0.0,0.0,0.0,2015.0,2018/10/29,11.0,31.695737731287466,0.0,2015.0,0.0,,,,0.0,10.0,0.0,,5.0,3
1220196703,10.0,3,9,0.0,0.0,0.0,2016.0,2017/10/15,11.0,0.0,0.0,2015.0,1.0,,,,0.0,10.0,-479.5282581942222,0.791690475370155,5.0,3
640968401,10.0,6,11,6000.0,0.0,0.0,2015.0,2017/2/9,11.0,0.0,1.0,2014.0,10.0,-1.3078623720701898,-99.62299674090455,2.0,0.0,10.0,-4230431.0005039,10000.61917087332,5.0,3
1066230471,10.0,3,0,3080.0,0.0,0.0,2017.0,2018/7/7,13.0,45.72879876690076,0.0,2010.0,73.0,,,,0.0,10.0,-0.1677994916211284,-0.0217337202131645,5.0,3
785979544,15.0,3,11,2000.0,0.0,0.0,2014.0,2015/10/6,0.0,1.388447457371485e-06,1.0,2012.0,14.0,,,,0.0,10.0,0.0,,5.0,3
472401174,10.0,7,11,0.0,0.0,0.0,2015.0,2017/9/23,11.0,99.99719528728546,0.0,2014.0,1.0,,,,0.0,10.0,0.0,,5.0,3
754806435,10.0,13,11,0.0,0.0,0.0,2015.0,,11.0,0.0,0.0,2015.0,5.0,-2.4307865130592976,-74.53436254179267,2.0,0.0,10.0,0.0,,5.0,3
193764953,10.0,5,11,0.0,0.0,0.0,2014.0,2015/7/12,4.0,0.0,0.0,2014.0,0.0,0.4462170664619407,-100.64612109077213,2.0,0.0,10.0,0.0,48.686860386802024,5.0,3
320133386,15.0,27,9,0.0,0.0,0.0,2014.0,2015/3/24,0.0,0.0,0.0,2013.0,5.0,,,,0.0,10.0,0.0,,5.0,3
167537706,10.0,5,11,0.0,0.0,0.0,2015.0,,11.0,0.0,0.0,2015.0,0.0,,,,0.0,10.0,0.0,,5.0,3
608621770,10.0,3,11,500.0,0.0,0.0,2014.0,2015/2/12,0.0,0.0,0.0,2015.0,1.0,,,,0.0,10.0,0.0,,5.0,3
957798659,10.0,3,11,500.0,0.0,0.0,2014.0,2015/8/16,0.0,0.0,0.0,2014.0,0.0,-400.1124136103952,-77.70698120813259,4.0,0.0,10.0,0.4255796244782424,1.271428885229529,5.0,3
932639370,10.0,3,10,3.0,0.0,0.0,2016.0,2017/7/31,11.0,0.0,0.0,2014.0,2.0,-1.3857353314472545,2.2385745136119444,2.0,0.0,10.0,0.0,,5.0,3
87460021,10.0,3,11,0.0,0.0,0.0,2017.0,2018/8/23,11.0,103.30654762657171,0.0,2017.0,0.0,,,,0.0,10.0,-318.93521622407917,0.6260373669841407,5.0,3
1049675770,10.0,16,9,0.0,0.0,0.0,2016.0,2017/12/2,11.0,0.0,0.0,2016.0,2.0,,,,0.0,10.0,-0.8984399852518167,0.2760844533139207,5.0,3
542928036,10.0,3,11,0.0,0.0,0.0,2017.0,2018/6/19,11.0,0.11994796111387833,0.0,2017.0,0.0,,,,0.0,10.0,-0.097958097522127,10000001.3298491,5.0,3
848068003,10.0,5,11,10.0,0.0,0.0,2014.0,,11.0,0.0,0.0,2015.0,1.0,,,,0.0,10.0,0.0,,5.0,3
777389681,10.0,3,11,5000.0,0.0,0.0,2014.0,2015/5/9,0.0,0.0,0.0,2013.0,9.0,,,,0.0,10.0,-24371.872811226665,4952.488897577669,5.0,3
1090257579,10.0,3,11,500.0,0.0,0.0,2014.0,2017/6/14,11.0,0.0,1.0625849206286648,2011.0,9.0,,,,0.0,10.0,-1229898.7959105172,8.08769778119046,5.0,3
109252429,10.0,3,11,500.0,0.0,0.0,2013.0,2015/11/20,0.0,-0.21827407140187832,0.0,2015.0,2.0,,,,0.0,10.0,-35.207558303521346,500.6592267316335,5.0,3
1010536331,10.0,3,11,500.0,0.0,0.0,2014.0,2015/2/28,0.0,0.0,0.0,2006.0,2.0,,,,0.0,10.0,-1.5090745625580515,0.1768784259448642,5.0,3
1183612658,10.0,3,11,1000.0,0.0,0.0,2013.0,,11.0,0.1194336296341005,0.0,2013.0,0.0,,,,0.0,10.0,0.0,,5.0,3
871120598,10.0,3,11,0.0,0.0,0.0,2014.0,2015/12/23,0.0,0.0,0.0,2014.0,0.0,,,,0.0,10.0,-0.2610029143788263,1.0737982087999831,5.0,3
869389017,10.0,5,11,500.0,0.0,0.0,2014.0,2015/10/14,0.0,0.0,0.0,2014.0,0.0,,,,0.0,10.0,0.0,,5.0,3
